symbol,A498,A549/ATCC,ACHN,BT-549,CAKI-1,DU-145,EKVX,HCT-116,HCT-15,HOP-62,HOP-92,HS 578T,IGROV1,K-562,KM12,LOX IMVI,MCF7,MDA-MB-231/ATCC,MDA-MB-468,NCI-H23,NCI-H460,NCI-H522,OVCAR-3,OVCAR-4,OVCAR-8,PC-3,RPMI-8226,SF-268,SF-295,SF-539,SK-MEL-2,SK-MEL-28,SK-MEL-5,SK-OV-3,SNB-75,SR,SW-620,T-47D,U251,UACC-257,UACC-62,UO-31
ABL1,18,12,17,36,8,26,13,10,18,15,13,26,23,46,5,69,12,30,11,5,20,22,19,5,20,4,10,29,17,19,15,9,18,24,40,17,21,16,34,7,10,15
ABL2,9,5,11,15,7,18,6,5,2,6,9,6,6,4,3,11,2,12,5,8,4,6,4,3,10,2,2,11,5,6,12,15,11,8,16,5,4,3,14,15,5,12
ACAA1,3,3,2,3,3,3,3,3,11,4,7,3,4,4,11,4,6,5,4,3,3,3,5,7,4,13,4,6,4,3,7,6,7,2,6,7,3,6,3,4,7,6
ACACA,10,14,22,12,6,12,16,14,18,22,20,8,10,15,4,13,8,8,7,7,15,25,6,12,10,6,9,13,20,10,9,5,8,15,12,6,13,19,19,7,11,18
ACADM,7,9,18,16,7,9,15,14,13,7,11,5,6,32,16,14,6,6,12,11,12,12,7,9,20,9,8,6,15,13,10,23,18,5,12,15,14,7,15,20,6,8
ACOX1,4,5,4,3,8,3,7,8,10,4,5,2,2,5,6,3,5,4,9,3,3,17,8,2,4,6,3,3,7,2,7,3,7,4,3,3,8,18,8,4,5,6
ACOX3,5,2,2,4,9,4,3,3,6,4,3,4,1,3,1,8,6,3,3,2,1,3,2,4,3,2,2,4,4,4,3,1,2,4,3,4,2,4,3,4,2,3
ACSBG2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSL1,12,5,41,8,25,2,5,3,13,3,8,3,9,12,10,0,3,7,20,3,6,2,3,12,1,4,9,8,7,5,8,22,30,12,12,9,5,15,2,14,10,27
ACSL3,15,39,36,12,12,10,40,21,17,34,26,23,12,35,13,38,28,11,21,11,25,11,23,12,22,34,4,24,19,20,41,55,89,29,30,14,12,11,20,39,44,14
ACSL6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTA2,6,2,11,36,7,0,0,2,4,1,8,435,6,0,0,3,0,0,0,1,1,0,0,67,0,0,0,1,1,0,0,0,0,3,245,4,0,2,0,5,3,15
ACTB,1864,1420,1295,1849,1232,1641,1620,331,889,1260,1815,2281,1541,617,327,757,860,1445,1777,1466,1279,1087,722,1270,2053,742,492,2966,2147,2150,585,666,800,875,1956,1800,719,1115,1605,880,712,1894
ACTG1,712,1447,791,997,1728,1316,1157,712,685,1896,2011,1130,1081,460,603,1307,918,1015,1037,842,1046,2074,906,1599,1150,426,303,3203,1380,1013,737,1063,1396,1760,934,608,711,457,963,1180,536,1273
ACVR1,11,7,15,6,9,5,7,7,4,10,7,17,2,6,2,13,4,4,5,3,3,4,5,3,4,5,2,8,11,21,10,11,6,6,13,9,1,1,8,15,15,7
ACVR1B,5,4,7,3,4,5,5,7,5,5,4,2,16,5,4,5,9,2,3,6,3,5,8,5,4,3,2,5,5,3,3,3,5,6,3,7,10,9,3,3,3,9
ACVR1C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
ACVR2A,1,1,1,0,1,0,1,2,1,1,0,1,3,1,2,1,1,0,1,1,0,1,3,0,1,1,0,0,0,2,2,0,0,1,1,1,1,0,2,1,1,1
ACVR2B,0,0,0,0,0,0,0,4,2,0,0,0,2,5,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,0,0,3,2,0,1,0,0,1
ADAM17,18,17,17,11,9,14,9,20,9,18,7,10,11,13,8,24,6,7,13,14,14,12,14,5,7,6,8,3,12,25,13,9,8,8,8,12,13,4,15,7,7,23
ADCY1,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,4,0,0,1,1,3,0,0,2,0,6,1,3,0,23,4,20,0,2,0,0,0,0,7,6,0
ADCY2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0
ADCY3,11,10,8,6,3,18,5,10,15,7,9,4,5,7,7,14,5,8,14,10,16,14,3,4,6,6,15,10,9,3,7,11,10,14,9,12,20,3,9,10,11,7
ADCY4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADCY5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADCY6,9,4,14,4,7,6,8,5,12,5,2,6,11,0,11,1,6,4,9,2,1,8,11,12,5,5,2,6,8,7,3,4,6,34,5,0,12,37,6,3,2,11
ADCY7,5,1,4,0,1,4,4,6,12,3,3,2,3,6,2,5,0,2,1,0,6,3,1,3,4,1,21,0,0,3,0,0,0,3,1,21,4,0,3,1,1,6
ADCY8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ADCY9,9,2,4,2,2,0,4,3,5,2,4,7,5,0,0,1,8,5,2,0,3,4,1,4,4,1,0,4,5,3,3,1,3,12,4,1,1,8,2,3,2,11
ADCYAP1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ADCYAP1R1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADIPOR1,36,26,32,24,47,42,56,33,38,41,55,20,31,48,29,31,77,33,61,23,57,41,33,55,26,48,41,41,35,42,48,46,58,36,37,43,33,49,42,52,48,20
ADIPOR2,12,28,41,16,15,14,19,21,20,29,14,9,14,21,20,28,27,14,13,35,15,16,19,19,28,10,16,19,21,23,23,22,28,10,22,21,29,18,14,23,21,19
ADORA2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADORA2B,9,1,3,20,3,4,5,12,8,13,17,13,10,2,13,0,1,38,9,4,2,0,2,1,9,11,0,14,8,1,1,0,7,2,10,0,6,0,13,1,27,4
ADRA1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADRA1B,1,4,1,1,0,0,3,0,0,0,0,1,1,0,0,0,0,2,0,1,0,0,3,3,0,0,0,4,0,0,0,0,0,8,25,0,1,0,6,0,0,2
ADRA1D,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
ADRA2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ADRA2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADRA2C,2,1,0,0,0,1,3,7,9,0,0,0,0,0,0,0,5,0,0,5,5,1,1,0,4,0,0,0,0,0,0,1,3,7,0,0,22,4,0,1,2,0
ADRB1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADRB2,0,0,15,1,1,13,0,0,0,1,4,0,0,0,0,1,0,15,6,0,0,0,1,1,22,10,2,1,1,0,0,0,0,7,2,0,0,0,0,0,0,1
AGAP2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,5,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0
AGTR1,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AIFM2,5,11,5,6,8,10,7,9,11,14,9,3,0,5,3,0,9,9,2,0,21,2,5,1,4,7,4,5,1,7,6,4,8,5,5,6,17,0,6,6,3,2
AIM2,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,43,0,0,0,0,0,0
AJUBA,24,28,37,19,23,25,26,8,47,26,55,13,23,2,16,8,7,35,12,10,9,21,28,21,36,18,0,28,6,10,2,1,1,43,15,3,20,16,16,1,3,37
AKT1,7,7,10,14,5,26,13,14,19,17,7,12,12,10,9,15,30,19,16,7,23,15,13,15,10,15,7,44,22,13,18,9,14,24,20,25,17,33,16,18,18,11
AKT1S1,9,6,5,8,10,17,9,10,14,5,15,7,6,6,7,7,12,14,12,7,9,8,4,16,5,11,8,8,15,6,11,10,8,9,8,6,7,9,8,12,12,8
AKT2,6,9,4,6,5,10,6,8,11,10,9,6,6,9,8,8,10,10,11,5,5,7,56,10,6,4,6,6,9,9,7,7,5,10,7,10,9,8,8,9,10,6
ALDOA,265,137,258,145,253,311,177,61,133,126,129,145,240,276,68,130,263,165,125,162,301,53,115,311,150,120,197,260,216,215,133,239,116,202,163,288,61,149,187,211,186,147
ALDOC,6,0,0,4,9,1,3,11,1,0,13,0,16,68,3,7,22,1,0,0,6,0,3,10,0,6,16,0,1,1,0,0,1,3,4,16,0,13,0,5,16,0
AMH,4,1,2,0,0,0,1,9,9,0,0,1,1,8,6,0,4,2,6,0,2,0,3,1,1,0,0,1,12,3,5,0,0,1,4,4,11,8,5,0,2,0
ANAPC5,7,15,14,13,13,12,8,11,12,8,12,7,12,18,22,13,20,11,6,14,19,10,9,6,10,18,21,8,12,10,16,16,20,8,9,14,15,20,8,11,17,13
ANGPTL4,12,18,8,6,11,2,3,2,1,0,4,2,0,0,0,0,4,4,0,6,4,11,1,0,0,2,0,1,0,0,2,1,0,6,0,12,0,6,0,2,4,0
AOX1,1,2,4,1,7,1,3,0,0,9,1,2,0,0,0,70,0,7,0,0,1,2,0,0,2,18,0,16,3,3,0,0,0,0,4,0,0,0,0,0,0,8
APAF1,2,5,10,5,3,4,4,4,6,3,3,3,6,7,5,5,1,4,3,3,2,5,3,2,5,1,2,4,2,2,3,3,4,2,3,7,2,6,4,2,4,11
APBB1IP,26,0,31,0,10,0,0,0,0,0,0,0,0,0,0,26,0,3,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26
APC,1,4,2,6,3,4,2,3,1,2,1,4,3,3,3,3,4,2,5,3,1,3,7,4,4,1,3,1,6,5,8,6,9,4,7,4,3,3,4,3,4,3
APC2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
APH1B,3,4,5,3,2,1,4,2,3,4,3,1,0,4,0,3,3,1,0,0,0,1,2,0,1,1,0,1,1,3,2,2,3,2,2,4,0,4,1,0,1,9
APOA1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AQP7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARAP3,3,2,2,0,2,1,1,5,0,12,3,1,4,3,0,3,0,3,1,1,2,0,2,7,4,2,0,1,8,1,4,0,1,10,2,0,5,0,8,5,0,7
ARF1,146,85,123,122,267,121,101,108,157,137,232,83,125,195,103,117,169,173,151,88,224,116,89,85,196,228,234,147,149,106,91,96,125,119,138,153,98,195,91,148,124,77
ARF6,15,31,32,34,25,100,30,54,51,34,34,18,38,23,53,30,48,77,26,24,21,14,29,20,38,42,17,22,28,24,31,27,26,61,33,55,55,52,23,28,29,36
ARHGDIA,34,58,56,67,58,146,74,79,86,102,161,51,88,37,23,106,73,119,69,50,123,100,85,65,56,42,58,289,140,139,177,54,250,101,102,139,89,66,100,121,74,62
ARHGDIB,0,0,0,2,3,0,1,0,0,25,6,1,1,25,0,30,0,42,98,1,0,0,6,25,1,7,216,6,13,0,2,0,1,1,3,4,1,8,0,4,22,14
ARHGDIG,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ARHGEF12,4,4,9,8,4,12,5,12,14,5,6,7,6,9,6,7,3,15,10,5,3,7,5,6,6,4,2,33,9,4,3,2,4,18,7,6,14,9,10,8,3,12
ARNT,4,5,7,10,8,12,19,9,13,8,7,5,10,11,8,8,13,6,9,14,6,16,7,11,4,4,8,7,6,8,7,5,8,11,8,15,5,12,11,5,5,7
ARRB1,1,1,0,0,2,1,6,3,11,1,9,1,7,7,1,1,9,2,8,2,1,5,1,4,3,1,0,0,0,0,2,1,10,7,1,0,4,13,0,11,1,3
ARRB2,2,12,6,10,4,18,5,10,10,2,3,2,7,2,11,7,11,4,7,10,12,4,3,5,15,3,10,15,4,1,2,4,4,2,4,15,6,5,13,6,3,2
ATF2,10,8,18,9,9,6,8,10,9,12,8,7,9,18,14,15,6,8,9,8,6,16,5,6,9,5,8,3,5,11,9,9,6,12,8,16,8,6,11,8,10,15
ATF4,212,96,135,111,169,97,145,208,372,100,95,208,116,275,449,311,174,92,311,109,216,93,113,161,152,56,174,143,120,102,114,100,154,107,128,134,229,105,212,142,155,100
ATF6B,16,8,11,26,16,12,31,9,24,26,27,25,12,42,7,34,41,39,26,9,13,23,22,29,26,19,37,23,17,43,23,21,15,20,31,20,14,54,24,29,17,24
ATG12,5,7,4,10,8,5,9,20,6,7,5,4,3,7,11,6,7,5,5,4,4,6,4,7,7,6,6,3,9,9,10,5,5,12,6,9,10,5,8,5,4,3
ATG16L1,19,20,16,6,6,6,12,7,6,6,5,6,8,3,7,6,9,5,8,11,9,9,7,6,5,26,2,6,9,5,6,8,7,18,5,8,7,5,5,7,9,4
ATG5,7,11,13,18,14,3,14,14,8,10,10,5,13,12,21,9,9,9,20,9,8,10,11,7,10,11,6,8,14,12,8,7,6,12,14,12,12,6,11,4,7,7
ATM,1,2,3,3,2,3,31,6,2,2,1,3,2,4,5,6,1,3,2,2,1,9,2,1,4,2,8,10,3,2,9,9,7,3,3,4,9,4,6,19,6,7
ATP1A1,78,47,58,85,64,54,55,67,84,58,143,69,81,74,89,98,81,158,290,82,60,31,156,78,101,114,101,92,96,113,154,494,342,81,142,40,97,44,184,318,208,53
ATP1A3,0,1,0,0,0,5,2,5,1,0,3,0,0,0,0,0,0,0,0,1,0,2,0,0,3,1,0,0,1,0,0,0,1,0,1,2,2,1,0,0,0,0
ATP1B1,62,114,49,15,77,45,113,19,64,36,33,7,52,1,142,35,15,69,93,7,35,4,15,36,22,52,1,14,71,78,34,14,3,41,47,0,10,22,38,2,32,44
ATP1B2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
ATP1B3,35,93,47,162,65,66,53,55,62,47,103,52,77,65,51,48,35,44,72,167,106,61,39,112,54,40,70,52,70,92,120,142,81,62,64,40,44,52,35,94,256,26
ATP2A1,0,0,1,0,0,0,0,1,3,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ATP2A2,24,92,41,24,24,42,38,26,35,38,27,24,33,28,26,31,21,33,24,41,37,27,37,17,36,30,26,37,32,28,20,33,53,31,29,36,24,39,20,74,33,26
ATP2A3,2,1,0,0,0,1,1,5,0,1,0,2,0,93,0,0,42,0,1,1,1,0,0,0,6,0,14,0,0,0,0,1,1,0,0,2,0,9,0,0,0,0
ATP2B1,6,30,13,28,4,4,25,18,4,14,14,10,17,5,26,13,18,20,6,19,20,22,22,2,4,17,4,10,15,11,8,4,7,9,4,10,3,7,4,2,19,7
ATP2B2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATP2B4,16,4,11,61,8,24,24,11,4,23,48,32,24,9,0,1,10,24,13,4,3,13,20,21,10,11,8,12,16,14,25,25,15,19,25,36,0,4,34,12,16,55
ATP6V1A,26,13,12,9,15,11,13,14,23,12,15,12,16,14,14,9,17,10,17,10,11,14,21,21,12,13,35,9,12,26,26,20,20,10,21,11,13,25,14,24,18,30
ATP6V1B2,7,11,17,18,12,7,7,8,12,10,11,10,9,25,10,10,5,9,10,12,7,5,18,15,10,5,7,16,10,40,46,51,23,8,26,23,13,19,18,46,32,23
ATP6V1C1,24,17,16,32,30,15,22,15,9,15,17,11,15,9,21,15,21,16,24,17,9,5,17,15,17,22,10,7,12,18,32,34,53,10,14,7,9,19,5,43,18,20
ATP6V1C2,0,0,0,0,0,0,0,3,7,1,0,0,1,0,2,0,0,0,2,1,0,1,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
ATP6V1D,6,17,15,19,15,21,16,6,9,17,12,7,11,10,13,14,15,22,11,19,12,8,16,18,24,21,5,16,11,15,13,14,17,12,16,8,8,20,8,35,19,13
ATP6V1E1,60,27,41,30,46,63,39,20,26,31,27,44,19,58,31,16,35,23,35,13,22,26,32,48,28,24,8,28,37,40,33,133,65,34,56,21,21,24,24,62,56,32
ATP6V1E2,2,4,2,0,1,3,2,2,1,1,1,0,1,2,1,3,1,0,2,3,1,4,1,0,0,1,2,0,0,0,3,3,2,2,0,0,2,0,1,2,1,0
ATP6V1F,113,59,90,98,153,65,89,57,80,52,276,59,108,190,83,61,138,94,105,119,99,116,48,170,92,155,163,160,142,65,139,133,178,37,94,103,67,87,68,257,158,89
ATP6V1G1,91,67,62,98,82,56,64,73,68,41,70,22,72,88,86,68,140,59,47,63,71,57,69,58,64,64,61,57,68,65,101,134,176,80,98,56,59,167,82,154,87,66
ATP6V1G2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ATP6V1H,15,9,9,17,21,8,4,4,9,9,13,8,6,11,4,8,15,7,6,6,5,3,13,13,7,2,4,8,7,13,18,14,23,9,11,6,4,19,6,19,8,10
ATR,2,5,5,5,3,6,2,5,2,4,3,3,3,4,4,4,4,3,4,7,4,5,13,7,2,2,6,1,5,6,4,6,4,3,4,8,6,5,3,3,7,5
ATXN1,1,0,1,2,1,1,1,3,2,4,1,7,1,0,2,2,2,3,5,2,1,0,2,3,1,1,1,2,3,3,2,2,2,1,4,0,5,1,8,2,4,3
ATXN1L,9,5,17,6,5,9,9,7,9,9,5,3,9,4,7,6,10,5,7,9,5,7,5,5,9,3,11,5,10,7,8,5,6,14,7,10,18,10,7,4,4,10
AVP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVPR1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AXIN1,5,3,8,5,3,7,4,4,12,3,5,2,5,8,3,6,5,5,5,2,6,9,3,3,8,3,8,5,4,2,8,4,4,8,2,5,16,5,4,5,4,5
AXIN2,0,0,0,1,0,0,3,3,54,1,0,1,1,1,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,24,0,1,0,0,0
AZI2,2,5,2,5,4,5,6,9,6,5,4,5,3,9,6,6,4,5,5,4,3,4,3,2,7,4,2,4,3,5,8,5,5,3,5,11,9,4,6,2,3,9
BAD,11,14,7,20,26,31,19,8,28,12,25,12,8,10,9,24,19,31,19,8,18,18,17,21,35,34,16,23,25,11,8,3,5,13,14,16,8,25,13,14,12,18
BAMBI,6,11,0,46,0,0,30,4,19,5,1,14,3,5,15,1,48,4,14,6,1,0,1,10,3,2,1,10,10,3,50,111,67,7,24,0,29,21,4,62,110,1
BAX,38,33,37,21,57,13,8,15,20,13,47,9,31,9,9,48,16,31,13,24,20,18,4,20,17,12,11,30,21,13,11,16,30,17,16,37,19,6,12,37,44,42
BBC3,3,0,3,0,3,0,0,18,14,0,5,0,5,11,3,6,1,0,1,0,0,1,0,0,0,0,2,0,0,1,3,1,2,0,1,2,4,0,4,0,2,16
BCAR1,19,4,15,19,16,17,10,3,8,14,14,5,10,2,3,6,10,13,13,5,2,3,4,7,3,4,1,18,16,12,5,8,4,11,9,3,14,7,8,8,5,27
BCL10,5,4,11,10,7,7,5,12,7,4,11,6,6,5,7,9,4,9,10,7,2,10,5,7,10,7,2,6,7,7,5,5,3,2,7,8,6,3,12,3,3,11
BCL2,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,1,16,1,0,0,2,0,0,0,0,0,9,0,0,0,3,1,1,0,2,2,0,0,0,3,0,1
BCL2L1,29,35,43,15,34,77,33,86,69,36,62,12,74,34,20,15,13,99,19,6,8,15,39,42,29,47,27,29,11,9,22,10,9,40,11,15,147,48,27,13,7,101
BCL2L11,2,2,3,2,0,2,4,6,3,1,2,0,5,3,3,1,17,3,6,2,1,4,4,4,0,1,23,2,1,3,6,3,2,1,2,0,4,1,8,3,2,1
BCL3,5,7,2,10,7,18,11,6,4,46,8,7,2,1,1,9,2,7,15,6,2,3,1,8,0,2,1,2,12,13,0,0,2,8,14,53,0,6,9,0,5,7
BCL6,4,1,1,8,2,2,2,5,2,5,5,14,0,6,2,6,3,3,8,0,1,0,2,4,1,3,0,4,2,5,3,4,2,1,10,17,0,16,7,1,4,5
BDKRB2,1,1,0,10,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
BDNF,4,4,6,7,6,3,5,4,0,5,1,5,12,0,0,25,0,8,0,0,3,0,2,0,11,1,0,7,4,4,0,0,0,5,1,0,0,0,6,0,0,4
BECN1,13,10,11,5,11,10,9,11,12,10,10,5,6,6,9,15,9,10,6,13,9,15,6,6,7,6,10,6,16,7,27,14,20,12,9,14,11,14,11,16,19,8
BID,12,8,7,11,15,16,9,6,14,9,7,5,1,10,9,5,6,7,23,2,8,6,25,15,9,6,3,7,12,7,1,6,6,3,4,1,9,9,11,7,4,14
BIRC2,10,18,11,21,16,30,103,19,12,18,8,31,24,14,20,26,5,37,18,53,7,16,8,21,17,16,9,131,70,11,7,12,9,37,21,32,20,23,17,13,13,26
BIRC5,30,41,41,36,54,46,38,15,27,44,42,19,27,38,30,34,26,47,51,45,57,51,34,47,57,80,37,74,70,26,26,21,72,34,28,25,17,40,28,28,32,7
BMP2,0,0,0,2,0,0,12,0,0,0,0,1,21,0,0,14,0,0,3,1,0,0,0,0,0,0,0,0,4,0,0,2,0,4,1,0,0,0,0,0,1,2
BMP4,0,2,0,10,4,0,12,18,93,17,11,0,2,0,30,0,1,66,1,0,0,0,1,0,0,8,0,16,0,1,0,0,0,1,1,0,18,9,3,0,1,9
BMP6,0,3,0,1,0,0,25,1,0,0,0,0,17,0,0,0,0,0,0,4,5,0,0,3,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0
BMP7,0,0,0,2,0,0,0,2,0,0,0,0,12,0,5,0,9,0,3,7,0,5,97,37,0,0,15,0,4,0,0,7,1,0,5,0,16,0,0,0,12,0
BMP8A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMP8B,0,1,0,0,0,2,5,5,5,0,0,0,1,0,1,0,0,0,3,1,1,1,0,1,1,0,3,0,0,0,7,4,2,2,5,3,1,2,0,3,1,0
BMPR1A,3,7,6,5,4,4,6,5,5,4,2,1,6,2,5,3,3,3,3,2,3,9,7,6,3,2,0,2,3,3,3,2,3,7,2,2,5,5,4,2,2,3
BMPR1B,0,5,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,1,1,2,1,0,0,0,3,0,0,0
BMPR2,6,11,11,7,3,4,12,4,4,10,5,7,6,1,1,11,6,9,8,5,2,15,6,6,8,4,2,7,7,9,12,12,3,16,8,4,4,4,6,3,3,11
BNIP3,16,14,25,15,60,30,10,5,0,9,29,48,52,17,0,12,13,54,5,13,27,9,9,16,35,33,4,48,9,39,3,21,6,7,32,25,0,7,60,5,21,7
BOC,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,6,0,1,0
BRAF,2,2,4,2,2,3,3,7,4,2,4,3,2,7,4,3,3,3,3,4,1,3,3,3,4,2,3,2,3,2,6,2,3,1,3,8,8,2,5,2,3,4
BRAP,4,8,8,4,5,7,8,6,5,5,4,2,5,9,7,6,6,5,5,10,5,4,7,4,6,6,6,4,5,4,7,5,6,5,4,6,7,7,5,9,7,6
BRCA1,7,12,11,8,2,10,4,5,5,8,3,1,3,23,14,6,5,5,5,10,10,10,4,1,1,3,13,4,17,4,11,6,10,9,5,11,5,10,10,8,6,2
BTC,0,1,11,0,4,2,3,6,2,0,1,0,0,0,6,0,0,0,1,0,0,0,14,1,0,5,0,0,0,2,0,0,0,3,0,0,0,0,1,0,0,5
CAB39,14,14,22,12,27,17,14,19,18,17,20,11,13,26,11,14,7,22,29,13,10,12,14,10,13,23,8,13,27,14,21,16,11,26,12,15,22,5,11,13,17,22
CAB39L,1,1,1,1,1,0,2,2,14,1,1,0,0,0,0,1,6,2,2,3,0,0,1,0,2,1,0,0,1,0,0,1,2,1,0,4,8,7,2,3,0,0
CACNA1C,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
CACNA1D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,3,0,0,0,3
CACNA2D1,2,8,1,0,1,0,0,0,0,6,0,3,0,0,0,5,0,1,0,5,1,0,0,0,1,0,0,3,1,5,1,0,2,0,2,0,0,0,1,0,3,10
CACNA2D2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,1,0,0,0,0
CACNA2D3,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,2,0,23,0,0,0,0,0,1
CACNA2D4,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,13,0,0,0,0,0
